ICD10_CHAPTER_NUMBER_2019_INTL_CORE_VER,ICD10_CHAPTER_2019_INTL_CORE_VER,ICD10_CODE_2019_INTL_CORE_VER,ICD10_TERM_2019_INTL_CORE_VER,MAPPED_MEDDRA_LLT,MAPPED_MEDDRA_LLT_CODE,MAP_ATTRIBUTE,MEDDRA_PT,MEDDRA_PT_CODE,MEDDRA_VER
II,Neoplasms,C81.4,Lymphocyte-rich (classical) Hodgkin lymphoma,"Hodgkin's disease, lymphocytic-histiocytic predominance",10020281,Equivalent,Hodgkin's disease lymphocyte predominance type stage unspecified,10020231,v28.0
II,Neoplasms,C81.7,Other classical Hodgkin lymphoma,Classical Hodgkin lymphoma,10080208,Equivalent,Hodgkin's disease,10020206,v28.0
II,Neoplasms,C81.9,"Hodgkin lymphoma, unspecified",Hodgkin's lymphoma,10020328,Equivalent,Hodgkin's disease,10020206,v28.0
II,Neoplasms,C82,Follicular lymphoma,Follicular lymphoma,10085128,Equivalent,Follicular lymphoma,10085128,v28.0
II,Neoplasms,C82.0,Follicular lymphoma grade I,Follicular lymphoma stage I,10085123,Equivalent,Follicular lymphoma stage I,10085123,v28.0
II,Neoplasms,C82.1,Follicular lymphoma grade II,Follicular lymphoma stage II,10085125,Equivalent,Follicular lymphoma stage II,10085125,v28.0
II,Neoplasms,C82.2,"Follicular lymphoma grade III, unspecified",Follicular lymphoma stage III,10085127,Equivalent,Follicular lymphoma stage III,10085127,v28.0
II,Neoplasms,C82.3,Follicular lymphoma grade IIIa,Follicular lymphoma stage III,10085127,Equivalent,Follicular lymphoma stage III,10085127,v28.0
II,Neoplasms,C82.4,Follicular lymphoma grade IIIb,Follicular lymphoma stage III,10085127,Equivalent,Follicular lymphoma stage III,10085127,v28.0
II,Neoplasms,C82.5,Diffuse follicle centre lymphoma,Follicle centre lymphoma diffuse small cell lymphoma,10061957,Equivalent,Follicle centre lymphoma diffuse small cell lymphoma,10061957,v28.0
II,Neoplasms,C82.6,Cutaneous follicle centre lymphoma,"Follicle centre lymphoma, follicular grade I, II, III",10061170,Loss of Information,"Follicle centre lymphoma, follicular grade I, II, III",10061170,v28.0
II,Neoplasms,C82.7,Other types of follicular lymphoma,Follicular lymphoma,10085128,Equivalent,Follicular lymphoma,10085128,v28.0
II,Neoplasms,C82.9,"Follicular lymphoma, unspecified",Follicular lymphoma,10085128,Equivalent,Follicular lymphoma,10085128,v28.0
II,Neoplasms,C83,Non-follicular lymphoma,Non-Hodgkin's lymphoma,10029547,Equivalent,Non-Hodgkin's lymphoma,10029547,v28.0
II,Neoplasms,C83.0,Small cell B-cell lymphoma,B-cell small lymphocytic lymphoma,10003908,Equivalent,B-cell small lymphocytic lymphoma,10003908,v28.0
II,Neoplasms,C83.1,Mantle cell lymphoma,Mantle cell lymphoma,10061275,Equivalent,Mantle cell lymphoma,10061275,v28.0
II,Neoplasms,C83.3,Diffuse large B-cell lymphoma,Diffuse large B-cell lymphoma,10012818,Equivalent,Diffuse large B-cell lymphoma,10012818,v28.0
II,Neoplasms,C83.5,Lymphoblastic (diffuse) lymphoma,Lymphoblastic lymphoma,10065923,Equivalent,Non-Hodgkin's lymphoma,10029547,v28.0
II,Neoplasms,C83.7,Burkitt lymphoma,Burkitt's lymphoma,10006595,Equivalent,Burkitt's lymphoma,10006595,v28.0
II,Neoplasms,C83.8,Other non-follicular lymphoma,Non-Hodgkin's lymphoma,10029547,Equivalent,Non-Hodgkin's lymphoma,10029547,v28.0
II,Neoplasms,C83.9,"Non-follicular (diffuse) lymphoma, unspecified",Diffuse lymphoma,10012883,Equivalent,Non-Hodgkin's lymphoma,10029547,v28.0
II,Neoplasms,C84,Mature T/NK-cell lymphomas,T-cell lymphoma,10042971,Loss of Information,T-cell lymphoma,10042971,v28.0
II,Neoplasms,C84.0,Mycosis fungoides,Mycosis fungoides,10028483,Equivalent,Cutaneous T-cell lymphoma,10011677,v28.0
II,Neoplasms,C84.1,Sézary disease,Sezary's disease,10040500,Equivalent,Cutaneous T-cell lymphoma,10011677,v28.0
II,Neoplasms,C84.4,"Peripheral T-cell lymphoma, not elsewhere classified",Peripheral T-cell lymphoma unspecified,10034623,Equivalent,Peripheral T-cell lymphoma unspecified,10034623,v28.0
II,Neoplasms,C84.5,Other mature T/NK-cell lymphomas,T-cell lymphoma,10042971,Loss of Information,T-cell lymphoma,10042971,v28.0
II,Neoplasms,C84.6,"Anaplastic large cell lymphoma, ALK-positive",Anaplastic large-cell lymphoma,10073478,Loss of Information,Anaplastic large cell lymphoma T- and null-cell types,10002227,v28.0
II,Neoplasms,C84.7,"Anaplastic large cell lymphoma, ALK-negative",ALK negative anaplastic large-cell lymphoma,10090629,Equivalent,Anaplastic large cell lymphoma T- and null-cell types,10002227,v28.0
II,Neoplasms,C84.8,"Cutaneous T-cell lymphoma, unspecified",Cutaneous T-cell lymphoma,10011677,Equivalent,Cutaneous T-cell lymphoma,10011677,v28.0
II,Neoplasms,C84.9,"Mature T/NK-cell lymphoma, unspecified",Peripheral T-cell lymphoma unspecified,10034623,Loss of Information,Peripheral T-cell lymphoma unspecified,10034623,v28.0
II,Neoplasms,C85,Other and unspecified types of non-Hodgkin lymphoma,Non-Hodgkin's lymphoma,10029547,Equivalent,Non-Hodgkin's lymphoma,10029547,v28.0
II,Neoplasms,C85.1,"B-cell lymphoma, unspecified",B-cell lymphoma,10003899,Equivalent,B-cell lymphoma,10003899,v28.0
II,Neoplasms,C85.2,Mediastinal (thymic) large B-cell lymphoma,Large B-cell lymphoma subtype primary mediastinal (Thymic) large B-cell lymphoma,10023699,Equivalent,Primary mediastinal large B-cell lymphoma,10036710,v28.0
II,Neoplasms,C85.7,Other specified types of non-Hodgkin lymphoma,Non-Hodgkin's lymphoma,10029547,Equivalent,Non-Hodgkin's lymphoma,10029547,v28.0
II,Neoplasms,C85.9,"Non-Hodgkin lymphoma, unspecified",Non-Hodgkin's lymphoma,10029547,Equivalent,Non-Hodgkin's lymphoma,10029547,v28.0
II,Neoplasms,C86,Other specified types of T/NK-cell lymphoma,Natural killer-cell lymphoblastic lymphoma,10058975,Equivalent,Natural killer-cell lymphoblastic lymphoma,10058975,v28.0
II,Neoplasms,C86.0,"Extranodal NK/T-cell lymphoma, nasal type","Extranodal NK/T-cell lymphoma, nasal type",10065855,Equivalent,Angiocentric lymphoma,10002411,v28.0
II,Neoplasms,C86.1,Hepatosplenic T-cell lymphoma,Hepatosplenic T-cell lymphoma,10066957,Equivalent,Hepatosplenic T-cell lymphoma,10066957,v28.0
II,Neoplasms,C86.2,Enteropathy-type (intestinal) T-cell lymphoma,Enteropathy-associated T-cell lymphoma,10073481,Equivalent,Enteropathy-associated T-cell lymphoma,10073481,v28.0
II,Neoplasms,C86.3,Subcutaneous panniculitis-like T-cell lymphoma,Subcutaneous panniculitic T-cell lymphoma (Provisional subtype),10042349,Equivalent,Peripheral T-cell lymphoma unspecified,10034623,v28.0
II,Neoplasms,C86.4,Blastic NK-cell lymphoma,NK-cell lymphoblastic lymphoma,10058976,Equivalent,Natural killer-cell lymphoblastic lymphoma,10058975,v28.0
II,Neoplasms,C86.5,Angioimmunoblastic T-cell lymphoma,Angioimmunoblastic T-cell lymphoma,10002449,Equivalent,Angioimmunoblastic T-cell lymphoma,10002449,v28.0
II,Neoplasms,C86.6,Primary cutaneous CD30-positive T-cell proliferations,Cutaneous T-cell lymphoma,10011677,Loss of Information,Cutaneous T-cell lymphoma,10011677,v28.0
II,Neoplasms,C88,Malignant immunoproliferative diseases,Immunoproliferative disorder,10086962,Loss of Information,Lymphoproliferative disorder,10061232,v28.0
II,Neoplasms,C88.0,Waldenström macroglobulinaemia,Waldenstrom's macroglobulinaemia,10047801,Equivalent,Waldenstrom's macroglobulinaemia,10047801,v28.0
II,Neoplasms,C88.2,Other heavy chain disease,Heavy chain disease,10019350,Equivalent,Heavy chain disease,10019350,v28.0
II,Neoplasms,C88.3,Immunoproliferative small intestinal disease,MALT lymphoma,10060707,Loss of Information,Extranodal marginal zone B-cell lymphoma (MALT type),10061850,v28.0
II,Neoplasms,C88.4,Extranodal marginal zone B-cell lymphoma of mucosa-associated lymphoid tissue [MALT-lyphoma],Extranodal marginal zone B-cell lymphoma (MALT type),10061850,Equivalent,Extranodal marginal zone B-cell lymphoma (MALT type),10061850,v28.0
II,Neoplasms,C88.7,Other malignant immunoproliferative diseases,Lymphoproliferative disorder,10061232,Loss of Information,Lymphoproliferative disorder,10061232,v28.0
II,Neoplasms,C88.9,"Malignant immunoproliferative disease, unspecified",Lymphoproliferative disorder,10061232,Loss of Information,Lymphoproliferative disorder,10061232,v28.0
II,Neoplasms,C90,Multiple myeloma and malignant plasma cell neoplasms,Plasma cell myeloma,10035226,Equivalent,Plasma cell myeloma,10035226,v28.0
II,Neoplasms,C90.0,Multiple myeloma,Multiple myeloma,10028228,Equivalent,Plasma cell myeloma,10035226,v28.0
II,Neoplasms,C90.1,Plasma cell leukaemia,Plasma cell leukaemia,10035222,Equivalent,Plasma cell leukaemia,10035222,v28.0
II,Neoplasms,C90.2,Extramedullary plasmacytoma,Extramedullary plasmacytoma,10066883,Equivalent,Plasmacytoma,10035484,v28.0
II,Neoplasms,C90.3,Solitary plasmacytoma,Plasmacytoma,10035484,Loss of Information,Plasmacytoma,10035484,v28.0
II,Neoplasms,C91,Lymphoid leukaemia,Lymphoid leukaemia,10025299,Equivalent,Lymphocytic leukaemia,10025270,v28.0
II,Neoplasms,C91.0,Acute lymphoblastic leukaemia [ALL],Acute lymphoblastic leukaemia,10000844,Equivalent,Acute lymphocytic leukaemia,10000846,v28.0
II,Neoplasms,C91.1,Chronic lymphocytic leukaemia of B-cell type,B-cell chronic lymphocytic leukaemia,10068852,Equivalent,Chronic lymphocytic leukaemia,10008958,v28.0
II,Neoplasms,C91.3,Prolymphocytic leukaemia of B-cell type,B-cell prolymphocytic leukaemia,10073480,Equivalent,B-cell prolymphocytic leukaemia,10073480,v28.0
II,Neoplasms,C91.4,Hairy-cell leukaemia,Hairy cell leukaemia,10019053,Equivalent,Hairy cell leukaemia,10019053,v28.0
II,Neoplasms,C91.5,Adult T-cell lymphoma/leukaemia [HTLV-1-associated],Adult T-cell lymphoma/leukaemia,10001413,Equivalent,Adult T-cell lymphoma/leukaemia,10001413,v28.0
II,Neoplasms,C91.6,Prolymphocytic leukaemia of T-cell type,T-cell prolymphocytic leukaemia,10042985,Equivalent,T-cell prolymphocytic leukaemia,10042985,v28.0
II,Neoplasms,C91.7,Other lymphoid leukaemia,Lymphoid leukaemia,10025299,Equivalent,Lymphocytic leukaemia,10025270,v28.0
II,Neoplasms,C91.8,Mature B-cell leukaemia Burkitt-type,Burkitt's leukaemia,10067184,Equivalent,Burkitt's leukaemia,10067184,v28.0
II,Neoplasms,C91.9,"Lymphoid leukaemia, unspecified",Unspecified lymphoid leukaemia,10045996,Equivalent,Lymphocytic leukaemia,10025270,v28.0
II,Neoplasms,C92,Myeloid leukaemia,Myeloid leukaemia,10028549,Equivalent,Myeloid leukaemia,10028549,v28.0
II,Neoplasms,C92.0,Acute myeloblastic leukaemia [AML],Acute myeloblastic leukaemia,10060354,Equivalent,Acute myeloid leukaemia,10000880,v28.0
II,Neoplasms,C92.1,"Chronic myeloid leukaemia [CML], BCR/ABL-positive",Chronic myeloid leukaemia,10009013,Loss of Information,Chronic myeloid leukaemia,10009013,v28.0
II,Neoplasms,C92.2,"Atypical chronic myeloid leukaemia, BCR/ABL- negative",Chronic myeloid leukaemia,10009013,Loss of Information,Chronic myeloid leukaemia,10009013,v28.0
II,Neoplasms,C92.3,Myeloid sarcoma,Myeloid sarcoma,10028562,Equivalent,Chloroma,10008583,v28.0
II,Neoplasms,C92.4,Acute promyelocytic leukaemia [PML],Acute promyelocytic leukaemia,10001019,Equivalent,Acute promyelocytic leukaemia,10001019,v28.0
II,Neoplasms,C92.5,Acute myelomonocytic leukaemia,Acute myelomonocytic leukaemia,10000890,Equivalent,Acute myelomonocytic leukaemia,10000890,v28.0
II,Neoplasms,C92.6,Acute myeloid leukaemia with 11q23-abnormality,Acute myeloid leukaemia,10000880,Loss of Information,Acute myeloid leukaemia,10000880,v28.0
II,Neoplasms,C92.7,Other myeloid leukaemia,Myeloid leukaemia,10028549,Equivalent,Myeloid leukaemia,10028549,v28.0
II,Neoplasms,C92.8,Acute myeloid leukaemia with multilineage dysplasia,Acute myeloid leukaemia,10000880,Loss of Information,Acute myeloid leukaemia,10000880,v28.0
II,Neoplasms,C92.9,"Myeloid leukaemia, unspecified",Unspecified myeloid leukaemia,10046039,Equivalent,Myeloid leukaemia,10028549,v28.0
II,Neoplasms,C93,Monocytic leukaemia,Monocytic leukaemia,10027888,Equivalent,Leukaemia monocytic,10024305,v28.0
II,Neoplasms,C93.0,Acute monoblastic/monocytic leukaemia,Acute monocytic leukaemia,10000871,Equivalent,Acute monocytic leukaemia,10000871,v28.0
II,Neoplasms,C93.1,Chronic myelomonocytic leukaemia,Chronic myelomonocytic leukaemia,10009018,Equivalent,Chronic myelomonocytic leukaemia,10009018,v28.0
II,Neoplasms,C93.3,Juvenile myelomonocytic leukaemia,Juvenile chronic myelomonocytic leukaemia,10023249,Equivalent,Juvenile chronic myelomonocytic leukaemia,10023249,v28.0
II,Neoplasms,C93.7,Other monocytic leukaemia,Monocytic leukaemia,10027888,Equivalent,Leukaemia monocytic,10024305,v28.0
II,Neoplasms,C93.9,"Monocytic leukaemia, unspecified","Monocytic leukaemia, unspecified",10027893,Equivalent,Leukaemia monocytic,10024305,v28.0
II,Neoplasms,C94,Other leukaemias of specified cell type,Other specified leukaemia,10032793,Equivalent,Leukaemia,10024288,v28.0
II,Neoplasms,C94.0,Acute erythroid leukaemia,Acute erythroid leukaemia,10000739,Equivalent,Acute erythroid leukaemia,10000739,v28.0
II,Neoplasms,C94.2,Acute megakaryoblastic leukaemia,Acute megakaryoblastic leukaemia,10000859,Equivalent,Acute megakaryocytic leukaemia,10000860,v28.0
II,Neoplasms,C94.3,Mast cell leukaemia,Mast cell leukaemia,10086961,Equivalent,Mastocytic leukaemia,10056450,v28.0
II,Neoplasms,C94.4,Acute panmyelosis with myelofibrosis,Myelofibrosis with myelometaplasia,10028538,Loss of Information,Myelofibrosis,10028537,v28.0
II,Neoplasms,C94.6,"Myelodysplastic and myeloproliferative disease, not elsewhere classified",Myeloproliferative disorder,10028576,Loss of Information,Myeloproliferative neoplasm,10077465,v28.0
II,Neoplasms,C94.7,Other specified leukaemias,Other specified leukaemia,10032793,Equivalent,Leukaemia,10024288,v28.0
II,Neoplasms,C95,Leukaemia of unspecified cell type,Leukaemia of unspecified cell type,10024314,Equivalent,Leukaemia,10024288,v28.0
II,Neoplasms,C95.0,Acute leukaemia of unspecified cell type,Acute leukaemia of unspecified cell type,10000833,Equivalent,Acute leukaemia,10000830,v28.0
II,Neoplasms,C95.1,Chronic leukaemia of unspecified cell type,Chronic leukaemia of unspecified cell type,10008946,Equivalent,Chronic leukaemia,10008943,v28.0
II,Neoplasms,C95.7,Other leukaemia of unspecified cell type,Leukaemia,10024288,Equivalent,Leukaemia,10024288,v28.0
II,Neoplasms,C95.9,"Leukaemia, unspecified",Leukaemia unspecified,10024323,Equivalent,Leukaemia,10024288,v28.0
II,Neoplasms,C96,"Other and unspecified malignant neoplasms of lymphoid, haematopoietic and related tissue",Haematological malignancy,10066476,Equivalent,Haematological malignancy,10066476,v28.0
II,Neoplasms,C96.0,Multifocal and multisystemic (disseminated) Langerhans-cell histiocytosis [Letterer-Siwe disease],Langerhans' cell histiocytosis,10069698,Equivalent,Langerhans' cell histiocytosis,10069698,v28.0
II,Neoplasms,C96.2,Malignant mast cell tumour,Malignant mast cell neoplasm,10025638,Equivalent,Malignant mast cell neoplasm,10025638,v28.0
II,Neoplasms,C96.4,Sarcoma of dendritic cells (accessory cells),Follicular dendritic cell sarcoma,10075332,Equivalent,Follicular dendritic cell sarcoma,10075332,v28.0
II,Neoplasms,C96.5,Multifocal and unisystemic Langerhans-cell histiocytosis,Langerhans' cell histiocytosis,10069698,Loss of Information,Langerhans' cell histiocytosis,10069698,v28.0
II,Neoplasms,C96.6,Unifocal Langerhans-cell histiocytosis,Langerhans' cell histiocytosis,10069698,Loss of Information,Langerhans' cell histiocytosis,10069698,v28.0
II,Neoplasms,C96.7,"Other specified malignant neoplasms of lymphoid, haematopoietic and related tissue",Haematological malignancy,10066476,Equivalent,Haematological malignancy,10066476,v28.0
II,Neoplasms,C96.8,Histiocytic sarcoma,Histiocytic sarcoma,10076876,Equivalent,Histiocytic sarcoma,10076876,v28.0
II,Neoplasms,C96.9,"Malignant neoplasm of lymphoid, haematopoietic and related tissue, unspecified",Haematological malignancy,10066476,Loss of Information,Haematological malignancy,10066476,v28.0
II,Neoplasms,C97,Malignant neoplasms of independent (primary) multiple sites,Second primary malignancy,10039801,Equivalent,Second primary malignancy,10039801,v28.0
II,Neoplasms,D00,"Carcinoma in situ of oral cavity, oesophagus and stomach",Gastrointestinal carcinoma in situ,10061168,Loss of Information,Gastrointestinal carcinoma in situ,10061168,v28.0
II,Neoplasms,D00.0,"Carcinoma in situ: Lip, oral cavity and pharynx",Lip and/or oral cavity cancer stage 0,10024536,Loss of Information,Lip and/or oral cavity cancer stage 0,10024536,v28.0
II,Neoplasms,D00.1,Carcinoma in situ: Oesophagus,Oesophageal carcinoma in situ,10030156,Equivalent,Oesophageal carcinoma stage 0,10030162,v28.0
II,Neoplasms,D00.2,Carcinoma in situ: Stomach,Stomach carcinoma in situ,10042091,Equivalent,Gastric cancer stage 0,10017762,v28.0
II,Neoplasms,D01,Carcinoma in situ of other and unspecified digestive organs,Carcinoma in situ of digestive organs,10007366,Equivalent,Gastrointestinal carcinoma in situ,10061168,v28.0
II,Neoplasms,D01.0,Carcinoma in situ: Colon,Carcinoma in situ of colon,10007365,Equivalent,Colon cancer stage 0,10063523,v28.0
II,Neoplasms,D01.1,Carcinoma in situ: Rectosigmoid junction,Rectosigmoid cancer in situ,10038092,Equivalent,Rectosigmoid cancer stage 0,10038095,v28.0
II,Neoplasms,D01.2,Carcinoma in situ: Rectum,Carcinoma in situ of rectum,10007386,Equivalent,Rectal cancer stage 0,10038047,v28.0
II,Neoplasms,D01.3,Carcinoma in situ: Anus and anal canal,Anal carcinoma in situ,10002142,Equivalent,Anal cancer stage 0,10002134,v28.0
II,Neoplasms,D01.4,Carcinoma in situ: Other and unspecified parts of intestine,Gastrointestinal carcinoma in situ,10061168,Equivalent,Gastrointestinal carcinoma in situ,10061168,v28.0
II,Neoplasms,D01.5,"Carcinoma in situ: Liver, gallbladder and bile ducts",Hepatobiliary carcinoma in situ,10061202,Equivalent,Hepatobiliary cancer in situ,10073074,v28.0
II,Neoplasms,D01.7,Carcinoma in situ: Other specified digestive organs,Carcinoma in situ of digestive organs,10007366,Equivalent,Gastrointestinal carcinoma in situ,10061168,v28.0
II,Neoplasms,D01.9,"Carcinoma in situ: Digestive organ, unspecified",Carcinoma in situ of digestive organs,10007366,Equivalent,Gastrointestinal carcinoma in situ,10061168,v28.0
