PROJECT_CODE,PROJECT_CATEGORY,PROJECT_ORGANIZATION,PROJECT_NAME,PROJECT_DESCRIPTION,PROJECT_STATUS,PROJECT_PHASE,PROJECT_PRIORITY,PROJECT_INNOVATION_STATUS,PROJECT_RESEARCH_DEVELOPMENT_LINK,PROJECT_SANOFI_THERAPEUTIC_AREA,ASSET_INN,ASSET_BRAND_NAME,ASSET_MECHANISM_OF_ACTION,ASSET_MOA_SHORT_NAME,ASSET_ACTIVE_SUBSTANCE_TYPE,ASSET_ACTIVE_SUBSTANCE_SUBTYPE,ASSET_ORIGIN_OF_ACTIVE_SUBSTANCE,ASSET_PHARMACOLOGICAL_EFFECT,INDICATION_UNIQUE_CODE,INDICATION_LEAD_FLAG,INDICATION_LONGNAME,INDICATION_SHORTNAME,INDICATION_PHASE,INDICATION_CODE_MEDDRA,INDICATION_NAME_MEDDRA,INDICATION_STATUS,INDICATION_SANOFI_THERAPEUTIC_AREA,INDICATION_SANOFI_SUB_THERAPEUTIC_AREA_FRANCHISE,INDICATION_PTRS
LC81317,Research,PHARMA,TFRC x aC1s mAb (LC81317),LC81317 - TFRC x aC1s mAb,Completed,M1-M2,High Priority,FiC,SAR448289,SAR448289,,,TFRC x aC1s mAb,TFRCx aC1s,Biologics,ANT,Internal,Inhibition,LC81317_IND001,TRUE,Alzheimer's Disease,Alzheimer,,10001896,Alzheimer's disease,Completed,Neurology,Neurodegenerative diseases,
SP0178,Development,VACCINE,Fluzone HD / Efluelda,Influenza inactivated vaccine High Dose,Ongoing,Post-Launch,Medium,FiC,,,,Fluzone / Efluelda,Active immunization,,Biologics,IAV,Internal,,SP0178_IND004,FALSE,China - Flu QIV HD-On Hold,CN,,10022000,Influenza,Stopped,Vaccines,FLU,
SAR231893,Development,PHARMA,Dupixent,SAR231893 - IL4R mAb,Ongoing,LCM,High,FiC,,,dupilumab,Dupixent,IL4R mAb,IL4R,Biologics,ANT,Licensed,Inhibition,SAR231893_IND021,FALSE,Chronic Inducible Urticaria - Adult & Ped - 12-17 years,CIndU,Phase 3,10052568,Urticaria chronic,Stopped,Immuno-inflammation,Dermatology,
LC81376,Research,PHARMA,PD1 x OX40L Hybrid (LC81376),LC81376 - PD1 x OX40L Hybrid,Ongoing,M1-M2,High Priority,FiC,SAR449397,SAR449397,,,PD1 x OX40L Hybrid,PD1xOX40L,Biologics,HYB,Internal,Immune modulation,LC81376_IND005,,Celiac Disease,Celiac Disease,,10007864,Celiac disease,Ongoing,,,
LC81693,Research,PHARMA,CD19 x Dectin1 Hybrid (MCE) (LC81693),LC81693 - CD19 x Dectin1 Hybrid (MCE),Ongoing,M0-M1,Regular Priority,BiC,,,,,CD19 x Dectin1 Hybrid (MCE),CD19xDectin1 MCE,Biologics,HYB,Licensed,Cytotoxicity,LC81693_IND006,,Rheumatoid Arthritis,RA,,10039073,Rheumatoid arthritis,Ongoing,,,
LC81645,Research,PHARMA,CXCR4 x ICOS Nanobody VHH (LC81645),LC81645 - CXCR4 x ICOS Nanobody VHH,Ongoing,M0-M1,Regular Priority,FiC,,,,,CXCR4 x ICOS Nanobody VHH,CXCR4xICOS VHH,Biologics,NBDY,Internal,Immune modulation,LC81645_IND002,,Bullous Pemphigoid,BP,,10034277,Pemphigoid,Ongoing,,,
SAR153191,Development,PHARMA,Kevzara,SAR153191 - IL6R mAb,Ongoing,LCM,Standard,Little / Uncertain differentiation,,,sarilumab,Kevzara,IL6R mAb,IL6R,Biologics,ANT,Licensed,Inhibition,SAR153191_IND008,FALSE,Giant Cell Arthritis,GCA,,10018250,Giant cell arteritis,Stopped,Immuno-inflammation,,
SP0336,Research,VACCINE,Amyloid beta,Amyloid beta vaccine,Ongoing,M0-M2,Very High,BiC,,,,,Active Immunization,,Biologics,VAC,Internal,,SP0336_IND001,TRUE,Alzheimer's disease,Alzheimer,M0-M2,10001896,Alzheimer's disease,Ongoing,Vaccines,Innovation & Vaccine Value,0.07
SAR236553,Development,PHARMA,Praluent,SAR236553 - Anti-PCSK-9 mAb,Completed,LCM,Standard,LCM project,,,alirocumab,Praluent,Anti-PCSK-9 mAb,PCSK9,Biologics,ANT,Licensed,Binding,SAR236553_IND005,FALSE,LDL-C reduction - Q4W - US+EU,,LCM,10020603,Hypercholesterolaemia,Completed,DCVM,,1
LC81372,Research,PHARMA,CD80 mAb (PDL1 disrupting) (LC81372),LC81372 - CD80 mAb (PDL1 disrupting),Ongoing,M1-M2,High Priority,FiC,,,,,CD80 mAb (PDL1 disrupting),CD80 (PDL1 disrupting),Biologics,ANT,Internal,Blocking,LC81372_IND002,,Crohn's Disease,Crohn,,10011401,Crohn's disease,Ongoing,,,
GZ419828,Development,PHARMA,Fabrazyme,GZ419828 - Algasidase beta recombinant protein,Completed,LCM,Standard,LCM project,,,,Fabrazyme,Algasidase beta recombinant protein,Algasidase beta,Biologics,REC,Acquired,Enzyme replacement therapy,GZ419828_IND001,TRUE,Fabry Disease,Rare Renal and Bone Disorders,LCM,10016016,Fabry's disease,Completed,Rare Diseases,,1
LC81666,Research,PHARMA,BTLA x OX40 Hybrid (LC81666),LC81666 - BTLA x OX40 Hybrid,Ongoing,M0-M1,Regular Priority,FiC,,,,,BTLA x OX40 Hybrid,BTLAxOX40,Biologics,HYB,Internal,Modulation,LC81666_IND002,,Systemic Lupus Erythematosus,SLE,,10042945,Systemic lupus erythematosus,Ongoing,,,
LC81222,Research,PHARMA,CTPS1 sm (LC81222),LC81222 - CTPS1 sm,Ongoing,M1-M2,Regular Priority,BiC,SAR448447,SAR448447,,,CTPS1 sm,CTPS1,Synthetic,SM,Internal,Inhibition,LC81222_IND003,,Hidradenitis Suppurativa,HS,,10020041,Hidradenitis suppurativa,Ongoing,,,
XRP6976,Development,PHARMA,Taxotere,XRP6976 - Tubulin  inh.,Completed,LCM,Standard,LCM project,,,docetaxel,Taxotere,Tubulin  inh.,Tubulin,Synthetic,SM,Licensed,Inhibition,XRP6976_IND011,FALSE,High-Risk Node Negative Breast Cancer,,LCM,10006187,Breast cancer,Completed,Oncology,,1
SP0280,Development,VACCINE,EBV mRNA,Epstein-barr virus mRNA vaccine,Ongoing,Preclinical,High,BiC,,,,,Active Immunization,,Biologics,MRNAV,Internal,,SP0280_IND001,TRUE,Infectious mononucleosis,Infectious mononucleosis,Preclinical,10021914,Infectious mononucleosis,Ongoing,Vaccines,Innovation & Vaccine Value,0.14
LC81408,Research,PHARMA,GPR183 sm (LC81408),LC81408 - GPR183 sm,Ongoing,M1-M2,Regular Priority,BiC,,,,,GPR183 sm,GPR183,Synthetic,SM,Licensed,Inhibition,LC81408_IND001,TRUE,Inflammatory Bowel Disease,IBD,,10021972,Inflammatory bowel disease,Ongoing,Immuno-inflammation,Gastroenterology,
LC81095,Research,PHARMA,TNFa sm - Backup (LC81095),LC81095 - TNFa sm - Backup,Ongoing,M1-M2,Regular Priority,BiC,SAR441566,SAR441566,,,TNFa sm - Backup,TNFa sm BU,Synthetic,SM,Internal,Inhibition,LC81095_IND004,FALSE,BU1 - Second Site Binder (SSBs) - Stopped,,,,,Stopped,Immuno-inflammation,,
SAR153191,Development,PHARMA,Kevzara,SAR153191 - IL6R mAb,Ongoing,LCM,Standard,Little / Uncertain differentiation,,,sarilumab,Kevzara,IL6R mAb,IL6R,Biologics,ANT,Licensed,Inhibition,SAR153191_IND011,FALSE,Rheumatoid Arthritis - China,,,10039073,Rheumatoid arthritis,Stopped,Immuno-inflammation,,
SP0271,Development,VACCINE,PCV Next Gen Pediatric,Streptococcus pneumomiae conjugate vaccine - Next Generation - Pediatric,Ongoing,Preclinical,Very High,Little / Uncertain differentiation,,,,,Active immunization,,Biologics,GCV,Licensed,,SP0271_IND001,TRUE,Streptococcus pneumoniae disease - Pediatric,S. pneumoniae disease - Ped,Preclinical,10092606,Invasive pneumococcal disease,Ongoing,Vaccines,PMED_Pneumo Meningitis,0.4
SAR444671,Development,PHARMA,Wayrilz,SAR444671 - BTK sm,Ongoing,LCM,Medium,FiC,,,rilzabrutinib,Wayrilz,BTK sm,BTK,Synthetic,SM,Acquired,Inhibition,SAR444671_IND002,TRUE,Immune Thrombocytopenia - Adult & Ped - 10-17 years,ITP,LCM,10074667,Immune thrombocytopenic purpura,Ongoing,Rare Diseases,Immune Mediated Blood Disorders,1
LC81417,Research,PHARMA,CD19 in vivo CAR-T (CD8 targeted) (LC81417),LC81417 - CD19 in vivo CAR-T (CD8 targeted),Completed,M1-M2,High Priority,FiC,SAR447998,SAR447998,,,CD19 in vivo CAR-T (CD8 targeted),CD19 CAR-T (CD8 targeted),Biologics,NV GT,Internal,Cytotoxicity,LC81417_IND004,,Systemic Sclerosis,SSc,,10042953,Systemic sclerosis,Completed,,,
LC81366,Research,PHARMA,TMEM175 sm (LC81366),LC81366 - TMEM175 sm,Ongoing,M1-M2,High Priority,FiC,,,,,TMEM175 sm,TMEM175,Synthetic,SM,Internal,Agonism,LC81366_IND001,TRUE,Parkinson's Disease,Parkinson,,10061536,Parkinson's disease,Ongoing,Neurology,Neurodegenerative diseases,
LC80014,Research,PHARMA,PIP5K2B sm (LC80014),LC80014 - PIP5K2B sm,Ongoing,M1-M2,Regular Priority,FiC,,,,,PIP5K2B sm,PIP5K2B,Synthetic,SM,Internal,Inhibition,LC80014_IND005,,Crohn's disease,COPD,,10011401,Crohn's disease,Ongoing,,,
LC81672,Research,PHARMA,IFNAR1 x OX40L Nanobody VHH (LC81672),LC81672 - IFNAR1 x OX40L Nanobody VHH,Ongoing,M0-M1,Regular Priority,FiC,,,,,IFNAR1 x OX40L Nanobody VHH,IFNAR1xOX40L,Biologics,NBDY,Internal,Antagonism,LC81672_IND002,,Sjogren's Syndrome,Sjogren's,,10040767,Sjogren’s syndrome,Ongoing,,,
LC81337,Research,PHARMA,PSMA XPAT (LC81337),LC81337 - PSMA XPAT,Completed,M1-M2,Regular Priority,BiC,SAR446329,SAR446329,,,PSMA XPAT,PSMA XPAT,Biologics,FUP,Acquired,T cell engager,LC81337_IND001,TRUE,Serie for Bio Oncology Disco,,,,,Completed,Oncology,,
SAR650984,Development,PHARMA,Sarclisa,SAR650984 - CD38 mAb,Ongoing,LCM,Medium,BiC,,,isatuximab,Sarclisa,CD38 mAb,CD38,Biologics,ANT,Licensed,Binding,SAR650984_IND026,FALSE,Solid Tumors - Combo Atezolizumab,Solid Tumors w/Atezo,,10065252,Solid tumor,Stopped,Oncology,,
LC81211,Research,PHARMA,TFRC x Tau MTBR mAb (FAE) (LC81211),LC81211 - TFRC x Tau MTBR mAb (FAE),Ongoing,M1-M2,Regular Priority,FiC,SAR447610,SAR447610,,,TFRC x Tau MTBR mAb (FAE),TFRCxTau MTBR (FAE),Biologics,ANT,Internal,Clearing,LC81211_IND002,TRUE,Alzheimer's Disease - Backup Fab Arm Exchange,Alzheimer - BU-FAE,,10001896,Alzheimer's disease,Ongoing,Neurology,Neurodegenerative diseases,
LC81370,Research,PHARMA,CK1 sm (LC81370),LC81370 - CK1 sm,Ongoing,M1-M2,Regular Priority,FiC,,,,,CK1 sm,CK1,Synthetic,SM,Internal,Inhibition,LC81370_IND001,TRUE,Amyotrophic Lateral Sclerosis,ALS,,10002026,Amyotrophic lateral sclerosis,Ongoing,Neurology,Neurodegenerative diseases,
